
🇨🇳󠁧󠁢󠁥󠁮央视频道,#genre#
CCTV5-体育[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV5-体育[1920*1080],http://60.10.167.88:808/hls/5/index.m3u8
CCTV5-体育[1920*1080],http://60.10.167.88:808/hls/3/index.m3u8
CCTV5-体育[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8$江西宜春8M
CCTV5-体育[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8
CCTV5-体育[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV5-体育[1920*1080],http://39.135.138.60:18890/TVOD/88888910/224/3221225633/index.m3u8
CCTV5-体育[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8CCTV-5体育
CCTV5-体育[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV5-体育[1920*1080],http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV5-体育[853*480],http://123.6.9.146:80/live/jz-cctv-5/live.m3u8
CCTV5+-体育赛事[1920*1080],http://117.169.121.162:6610/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.134.32.103:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT
CCTV5+-体育赛事[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.134.116.30:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.134.116.30:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.59:18890/TVOD/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事[1920*1080],http://111.59.189.40:8445/tsfile/live/1018_1.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.59:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+-体育赛事[1920*1080],http://60.10.167.88:808/hls/17/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8$江西宜春8M
CCTV5+-体育赛事[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/2/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225649/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.60:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.135.138.60:18890/TVOD/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV5+-体育赛事[1280*720],http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel13/2300.m3u8
CCTV5+-体育赛事[1280*720],https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
CCTV5+-体育赛事[1024*576],http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel13/1300.m3u8
CCTV6-电影[1280*720],http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel6/2300.m3u8
CCTV6-电影[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225650/index.m3u8
CCTV6-电影[1920*1080],http://222.240.82.92:9901/tsfile/live/0006_1.m3u8
CCTV6-电影[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影[1920*1080],http://111.59.189.40:8445/tsfile/live/1004_1.m3u8
CCTV6-电影[1920*1080],http://39.134.32.102:6610/270000001111/1110000307/index.m3u8?IASHttpSessionId=OTT
CCTV6-电影[1920*1080],http://39.135.138.58:18890/TVOD/88888888/224/3221225650/index.m3u8
CCTV6-电影[1920*1080],http://182.151.211.171:808/hls/6/index.m3u8
CCTV6-电影[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8$7M1080P
CCTV6-电影[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8?$移动蓝光1080P
CCTV6-电影[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8$江西宜春8M
CCTV6-电影[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV6-电影[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV6-电影[1920*1080],http://39.135.138.60:18890/TVOD/88888910/224/3221225650/index.m3u8
CCTV6-电影[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225650/index.m3u8
CCTV7-国防军事[1024*576],http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel7/2300.m3u8
CCTV7-国防军事[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7-国防军事[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225624/index.m3u8
CCTV7-国防军事[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7-国防军事[1920*1080],http://125.40.191.58:9901/tsfile/live/1006_1.m3u8
CCTV7-国防军事[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7-国防军事[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7-国防军事[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV7-国防军事[1920*1080],http://60.10.167.88:808/hls/7/index.m3u8
CCTV7-国防军事[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV7-国防军事[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8$江西宜春8M
CCTV7-国防军事[1920*1080],http://111.59.189.40:8445/tsfile/live/1005_1.m3u8
CCTV7-国防军事[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7-国防军事[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7-国防军事[1920*1080],http://59.49.41.41/live.aishang.ctlcdn.com/00000110240248_1/encoder/0/playlist.m3u8?
CCTV7-国防军事[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV7-国防军事[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225499/index.m3u8?fmt=ts2hls
CCTV7-国防军事[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225644/index.m3u8
CCTV8-电视剧[1280*720],http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel8/index.m3u8
CCTV8-电视剧[1280*720],http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel8/2300.m3u8
CCTV8-电视剧[1920*1080],http://39.134.115.163:8080/TVOD/88888910/224/3221225624/index.m3u8
CCTV8-电视剧[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8-电视剧[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV8-电视剧[1920*1080],http://125.40.191.58:9901/tsfile/live/1007_1.m3u8
CCTV8-电视剧[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8-电视剧[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8-电视剧[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8-电视剧[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8-电视剧[1920*1080],http://60.10.167.88:808/hls/8/index.m3u8
CCTV8-电视剧[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV8-电视剧[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8$江西宜春8M
CCTV8-电视剧[1920*1080],http://39.135.138.59:18890/TVOD/88888910/224/3221225635/index.m3u8
CCTV8-电视剧[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8-电视剧[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV9-纪录[1920*1080],http://182.151.211.171:808/hls/9/index.m3u8
CCTV9-纪录[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9-纪录[1920*1080],http://39.135.138.58:18890/TVOD/88888888/224/3221225626/index.m3u8
CCTV9-纪录[1920*1080],http://60.10.167.88:808/hls/9/index.m3u8
CCTV9-纪录[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8$江西宜春8M
CCTV9-纪录[1920*1080],http://39.135.138.60:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9-纪录[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8$3M1080P
CCTV9-纪录[1920*1080],http://59.49.41.41/live.aishang.ctlcdn.com/00000110240250_1/encoder/0/playlist.m3u8?
CCTV9-纪录[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8
